length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
13,2,4,5,7,0,0,3.39274741,1,1,1,445,7305
11,0,1,1,9,0,0,2.913977073,0,1,0,0,0
20,0,3,7,12,0,0,3.246439345,0,1,0,0,0
27,0,4,11,15,0,0,3.70804815,0,1,0,0,0
17,2,3,5,10,0,0,3.4548224,1,1,1,0,2192
12,0,3,5,6,0,0,3.084962501,0,1,0,0,0
18,2,3,6,10,0,0,3.46132014,1,1,1,40,2557
12,2,3,4,6,0,0,3.084962501,1,1,5,764,0
11,0,2,3,7,0,0,3.277613437,0,1,0,0,0
24,0,4,9,14,0,0,3.490601563,0,1,0,0,0
18,2,3,5,12,0,0,3.503258335,1,1,0,3,731
17,0,5,5,11,0,0,3.292770194,0,1,0,0,0
17,0,4,6,10,0,0,3.734521665,0,1,0,0,0
15,0,2,4,10,0,0,3.323231429,0,1,0,0,0
14,0,2,3,9,0,1,3.521640636,0,1,0,0,0
21,0,3,5,15,0,0,3.522571589,0,1,0,0,0
17,0,4,5,11,0,0,3.734521665,0,1,0,0,0
18,0,3,6,11,0,0,3.46132014,0,1,0,0,0
18,0,3,7,10,0,0,3.46132014,0,1,0,0,0
9,0,2,2,6,0,0,2.947702779,0,1,0,0,0
16,0,2,3,10,0,1,3.375,0,1,0,0,0
29,0,4,13,14,0,0,3.456974427,0,0,0,0,3287
15,0,4,7,7,0,0,3.373557262,0,1,0,0,0
25,0,4,7,15,0,1,4.13366069,0,1,0,33,365
13,0,2,2,10,0,0,3.180832987,0,1,0,0,0
13,0,3,4,8,0,0,3.180832987,0,1,0,0,0
13,0,4,4,8,0,0,3.39274741,0,1,0,0,0
12,0,3,3,8,0,0,3.251629167,0,1,0,0,0
10,0,2,4,5,0,0,2.846439345,0,1,0,0,0
17,0,3,5,10,0,1,3.499227547,0,1,0,0,0
9,0,2,3,5,0,0,2.947702779,0,1,0,0,0
17,0,5,6,9,0,0,3.734521665,0,1,0,0,0
16,0,3,4,11,0,0,3.5,0,1,0,0,0
18,0,3,5,11,0,0,3.614369446,0,1,0,0,0
39,0,4,9,22,2,2,4.201692924,0,1,0,0,6209
15,0,3,5,9,0,0,3.506890596,0,1,0,0,0
15,0,3,4,10,0,0,3.323231429,0,1,0,0,0
