length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
8,0,1,1,4,2,0,3.0,0.0,0,0,27,0
18,0,3,7,10,0,0,3.4193819456463714,0.0,0,0,27,0
13,2,3,5,7,0,0,3.180832987205441,1.0,1,1,282,7305
19,0,4,7,11,0,0,3.5110854081804272,0.0,0,0,27,0
11,2,2,3,7,0,0,3.095795255000934,1.0,1,0,3,365
20,2,3,7,12,0,0,3.684183719779189,1.0,1,0,13,2557
24,4,4,6,17,0,0,4.084962500721156,0.9230769230769232,1,2,0,730
10,2,1,2,7,0,0,2.7219280948873625,1.0,1,0,0,365
25,2,5,9,15,0,0,3.8936606896881854,1.0,1,1,1083,2191
16,0,4,6,9,0,0,3.5,0.0,0,0,27,0
10,0,2,2,7,0,0,2.9219280948873623,0.0,0,0,27,0
10,0,2,3,6,0,0,2.9219280948873623,0.0,0,0,27,0
18,0,3,6,11,0,0,3.614369445886757,0.0,0,0,27,0
18,0,4,6,11,0,0,3.7254805569978675,0.0,0,0,27,0
12,0,3,3,8,0,0,3.584962500721156,0.0,0,0,0,0
12,0,2,3,8,0,0,3.0220552088742,0.0,0,0,27,0
13,0,2,2,10,0,0,3.3927474104487847,0.0,0,0,27,0
22,4,5,8,12,0,0,3.572623663895164,0.6814889712766355,1,0,78,0
19,0,4,8,8,0,2,3.576617644908666,0.0,0,0,27,0
14,0,4,5,8,0,0,3.521640636343319,0.0,0,0,27,0
18,0,3,5,12,0,0,3.572431251322119,0.0,0,0,27,0
8,2,2,2,5,0,0,2.75,1.0,1,1,41,0
24,4,3,5,18,0,0,3.855388542207534,0.9230769230769232,1,2,0,365
20,2,5,8,10,0,0,3.5841837197791886,1.0,1,5,20,8035
35,0,4,12,16,3,2,3.8401568604088583,0.0,0,0,27,0
37,0,4,12,18,3,2,4.026360459931184,0.0,0,0,27,0
21,2,3,7,13,0,0,3.748994803525097,1.0,1,1,0,1826
10,0,3,3,6,0,0,3.321928094887362,0.0,0,0,27,0
15,4,2,5,9,0,0,3.189898095464287,0.9230769230769232,1,2,0,731
14,0,3,4,9,0,0,3.039148671903071,0.0,0,0,27,0
24,4,2,3,20,0,0,3.5849625007211565,0.9230769230769232,1,2,0,365
25,0,4,8,15,0,0,3.833269689515108,0.0,1,1,37,6940
19,0,3,8,10,0,0,3.3918926446809325,0.0,0,0,27,0
13,0,3,3,9,0,0,3.3927474104487847,0.0,0,0,27,0
48,0,4,6,40,0,0,4.030187698990099,0.0,0,0,27,0
15,0,3,6,7,0,1,3.106890595608519,0.0,0,0,27,0
16,2,3,6,9,0,0,3.452819531114783,1.0,1,1,192,4018
10,8,2,3,6,0,0,2.921928094887362,0.9333333333333335,1,2,0,731
9,2,3,3,5,0,0,3.169925001442312,1.0,1,1,697,5113
12,2,4,6,5,0,0,3.188721875540867,1.0,1,0,3,365
10,0,2,2,7,0,0,2.9219280948873623,0.0,0,0,27,0
11,2,2,3,7,0,0,3.277613436819116,1.0,1,1,3,365
11,0,3,3,6,1,0,3.277613436819116,0.0,0,0,27,0
