length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
32,3,5,13,18,0,0,3.7621987351738495,0.9444444444444443,1,0,0,3653
12,2,3,4,6,0,0,3.084962500721156,1.0,1,5,1715,1096
16,0,3,6,8,0,0,3.0306390622295662,0.0,1,0,1300,0
9,2,2,2,6,0,0,3.169925001442312,1.0,1,1,474,9130
14,2,3,5,8,0,0,3.3787834934861753,1.0,1,1,308,365
17,5,4,6,9,0,0,3.616874605956222,0.9545454545454547,1,1,469,0
23,2,5,10,12,0,0,3.795088586397732,1.0,1,0,46,731
14,2,2,4,8,0,1,3.3248629576173565,1.0,1,0,27,1461
11,2,2,3,4,3,0,3.2776134368191157,1.0,1,0,0,730
15,2,3,5,9,0,0,3.139572261986723,1.0,2,0,40,365
13,3,3,4,8,0,0,3.238901256602631,0.7999999999999999,1,2,966,2556
19,2,4,7,10,0,0,3.471354487013929,1.0,1,0,0,0
11,2,3,3,6,1,0,3.4594316186372973,1.0,0,5,6,4748
12,2,3,3,7,0,1,3.4182958340544896,1.0,1,1,0,6574
13,2,2,4,7,1,0,3.0269868333592873,1.0,1,0,462,365
13,2,2,4,7,1,0,3.0269868333592873,1.0,1,0,462,365
10,2,3,4,5,0,0,2.9219280948873623,1.0,1,1,882,4383
17,2,4,6,9,0,1,3.4548223999466057,1.0,1,3,537,1461
13,2,2,5,7,0,0,2.6235166412180155,1.0,1,1,2286,0
14,2,3,3,10,0,0,3.3787834934861753,1.0,1,1,4261,1469
15,2,5,7,7,0,0,3.506890595608519,1.0,1,1,3429,2557
11,2,2,3,7,0,0,3.2776134368191157,1.0,1,2,0,0
6,3,1,2,3,0,0,2.2516291673878226,0.9411764705882352,1,1,532,0
17,2,3,6,10,0,0,3.6901165175936645,1.0,1,0,1418,2556
19,2,3,7,10,0,0,3.4058222502856905,1.0,1,2,1566,0
18,2,3,7,9,0,1,3.5249449750847117,1.0,1,1,240,6940
14,2,3,4,7,1,0,3.3787834934861753,1.0,1,1,496,2192
31,2,4,11,18,0,1,4.026619294188054,1.0,1,3,3010,1827
13,2,3,5,7,0,0,2.8150724101159437,1.0,1,1,373,4017
14,0,3,4,8,0,0,3.2359263506290326,0.0,0,0,0,365
8,2,1,2,5,0,0,2.75,1.0,1,1,0,2772
16,2,3,5,9,0,0,3.375,1.0,1,3,621,1096
17,2,3,5,10,0,0,3.4992275471326924,1.0,1,1,486,731
12,4,2,5,6,0,0,2.8553885422075336,0.6818335018537244,2,0,0,0
14,2,4,6,6,0,0,3.3248629576173565,1.0,1,1,0,0
9,2,3,4,4,0,0,2.94770277922009,1.0,1,0,0,0
11,0,3,4,6,0,0,3.2776134368191157,0.0,0,0,0,0
14,2,3,4,7,2,0,3.6644977792004614,1.0,1,1,461,0
8,4,3,4,3,0,0,2.75,0.8518518518518517,1,1,3668,0
28,3,4,12,15,0,0,3.5086217800361656,0.534220856801502,1,1,51,2557
27,4,5,12,13,0,0,3.782122224145305,0.8544973544973544,1,1,434,1096
19,2,3,7,11,0,0,3.326360407952694,1.0,1,6,0,0
12,2,4,4,6,1,0,3.584962500721156,1.0,1,1,1290,8401
13,2,3,3,7,2,0,3.546593564294939,1.0,1,1,1323,365
13,2,3,5,7,0,0,3.334679141051595,1.0,1,0,512,0
17,2,4,6,10,0,0,3.219528282299547,1.0,1,0,106,730
11,2,2,3,5,2,0,3.2776134368191157,1.0,1,1,1428,0
17,2,3,5,11,0,0,3.4548223999466057,1.0,1,1,2173,1096
9,2,1,1,7,0,0,2.94770277922009,1.0,1,3,0,731
11,2,2,3,7,0,0,3.2776134368191157,1.0,1,2,609,1461
10,2,3,3,6,0,0,3.1219280948873624,1.0,1,0,445,0
11,2,2,2,8,0,0,3.2776134368191157,1.0,1,5,2298,2556
7,2,0,0,6,0,0,2.2359263506290326,1.0,1,0,720,365
13,3,1,2,9,0,0,3.238901256602631,0.9476923076923077,1,1,101,4018
17,4,4,4,11,0,0,3.7345216647797512,0.8749183006535949,1,1,23,1096
9,2,1,1,7,0,0,3.169925001442312,1.0,1,1,69,3287
12,2,4,4,7,0,0,3.584962500721156,1.0,1,2,922,0
11,2,2,3,6,0,0,2.6635327548042547,1.0,1,1,0,8766
14,3,2,2,10,0,0,3.2359263506290326,0.923076923076923,1,1,0,5479
14,2,4,4,8,0,1,3.521640636343318,1.0,4,2,337,365
10,4,2,2,7,0,0,2.9219280948873623,0.9615384615384616,1,1,297,2192
13,2,3,3,8,0,1,3.3927474104487847,1.0,1,3,0,0
14,2,2,2,9,0,1,2.8352377453121176,1.0,1,1,758,6210
14,2,4,4,9,0,0,3.521640636343318,1.0,1,0,33,2922
9,2,2,2,3,3,0,2.94770277922009,1.0,1,0,0,365
11,2,3,5,5,0,0,2.913977073182752,1.0,1,5,1139,0
11,2,3,4,6,0,0,3.095795255000934,1.0,1,0,311,365
11,2,3,3,7,0,0,3.2776134368191157,1.0,1,3,343,2557
25,0,4,7,12,4,1,3.893660689688186,0.0,0,0,0,0
11,4,3,4,6,0,0,3.2776134368191157,0.9090909090909091,1,1,20,6235
19,4,4,5,13,0,0,3.6818808028034025,0.8855225532248272,1,0,882,3287
16,2,3,4,10,0,0,3.625,1.0,1,0,5477,0
13,2,4,6,6,0,0,3.0850551027564768,1.0,1,1,2069,0
10,2,2,3,6,0,0,2.9219280948873623,1.0,1,2,376,8401
25,4,4,9,14,0,0,3.6732696895151085,0.659518639975618,1,5,298,1826
19,4,3,6,11,0,0,3.431623565847431,0.9473684210526315,1,3,0,0
12,2,3,5,6,0,0,3.2516291673878226,1.0,2,1,1326,0
11,3,4,5,5,0,0,3.095795255000934,0.8253968253968255,1,1,1106,0
10,2,4,4,5,0,0,3.3219280948873626,1.0,1,1,4089,0
10,2,3,4,5,0,0,2.721928094887362,1.0,1,1,1164,0
9,4,2,3,5,0,0,2.94770277922009,0.9090909090909091,1,1,1976,5501
15,3,3,5,9,0,0,3.3735572622751855,0.9333333333333332,1,1,2255,4018
12,2,3,3,7,0,0,3.2516291673878226,1.0,1,1,0,5112
10,4,2,4,4,0,0,2.4464393446710155,0.9642857142857143,1,1,0,5843
15,2,4,6,8,0,0,3.506890595608519,1.0,1,1,739,8766
25,2,4,11,13,0,0,3.623465189601647,1.0,1,1,0,0
25,2,4,10,14,0,0,3.7834651896016473,1.0,1,1,670,4383
15,2,4,7,7,0,0,3.323231428797621,1.0,1,5,0,0
15,2,3,5,9,0,0,3.456564762130954,1.0,1,0,871,365
12,2,3,5,6,0,0,3.0220552088742005,1.0,1,0,406,0
26,2,4,12,13,0,0,3.5599980083563527,1.0,1,1,481,2191
14,2,3,6,7,0,0,3.0391486719030705,1.0,1,0,21,0
18,4,4,7,10,0,0,3.350209029099897,0.8313030638612035,1,1,1283,0
20,5,4,5,6,7,1,3.784183719779189,0.9333333333333333,1,1,0,1461
18,2,4,8,9,0,0,3.2810361125534233,1.0,1,1,3398,0
15,0,4,5,8,0,0,3.1898980954642875,0.0,1,0,778,0
14,3,3,5,7,0,1,3.3248629576173565,0.9090909090909091,1,4,3650,0
10,3,3,5,4,0,0,2.721928094887362,0.9499999999999998,1,1,3008,0
11,3,2,2,6,2,0,3.4594316186372973,0.9476923076923077,1,1,1899,5114
19,2,4,6,12,0,0,3.721611723969901,1.0,1,1,378,1461
16,2,5,6,9,0,0,3.452819531114783,1.0,1,1,728,4383
15,2,2,5,9,0,0,3.1898980954642875,1.0,1,1,209,2922
13,2,4,6,6,0,0,3.238901256602631,1.0,1,0,842,2191
19,2,4,7,11,0,0,3.6421498816369042,1.0,1,1,0,3653
11,3,4,4,6,0,0,3.4594316186372973,0.9375,1,1,802,0
17,2,2,6,9,0,1,3.381580488309163,1.0,1,1,0,6575
18,4,3,6,11,0,0,3.614369445886757,0.9666666666666667,1,0,39,365
10,2,2,3,6,0,0,2.9219280948873623,1.0,1,0,661,1095
12,2,3,3,6,2,0,3.4182958340544896,1.0,1,0,661,1095
12,2,3,3,6,2,0,3.4182958340544896,1.0,1,2,234,0
16,2,4,6,8,0,0,3.625,0.0,0,0,0,365
19,2,5,8,10,0,0,3.6818808028034025,1.0,1,1,179,1461
16,2,3,5,10,0,0,3.625,1.0,1,0,10882,731
15,4,3,5,8,0,1,3.506890595608519,0.6974366276913813,1,0,1150,729
12,3,3,4,7,0,0,3.2516291673878226,0.9444444444444443,1,2,174,0
10,5,2,2,4,3,0,3.3219280948873626,0.9333333333333333,1,1,177,2922
13,2,3,5,7,0,0,3.334679141051595,1.0,1,1,0,6940
12,2,3,4,7,0,0,3.2516291673878226,1.0,1,1,1898,3287
16,2,3,5,10,0,0,3.702819531114783,0.0,0,2,0,8401
17,4,3,5,9,0,1,3.4992275471326924,0.6661450559327202,2,0,10,730
13,3,4,5,7,0,0,3.546593564294939,0.9473684210526315,1,3,1025,0
14,2,3,5,8,0,0,3.3787834934861753,1.0,1,5,221,2557
15,0,3,6,8,0,0,3.323231428797621,0.0,0,0,0,365
11,0,2,2,8,0,0,3.2776134368191157,0.0,0,0,0,365
9,2,3,4,4,0,0,2.94770277922009,1.0,1,4,0,0
12,4,4,5,6,0,0,3.2516291673878226,0.9375,1,5,1383,2921
15,2,4,6,8,0,0,3.323231428797621,1.0,1,2,71,5844
18,2,3,6,11,0,0,3.5724312513221195,1.0,1,0,0,0
18,3,4,6,10,0,0,3.4613201402110083,0.9166666666666666,1,5,0,0
16,4,3,5,9,0,1,3.125,0.9545454545454546,1,1,45,365
20,2,2,6,12,0,0,3.4219280948873627,1.0,1,1,0,0
15,0,2,4,10,0,0,3.272905595320056,0.0,1,0,723,1826
10,2,4,4,5,0,0,3.3219280948873626,1.0,1,1,0,4018
16,2,4,6,6,3,0,3.625,1.0,1,0,4576,365
15,2,3,5,7,2,0,3.3735572622751855,1.0,1,0,2761,0
16,2,2,4,6,5,0,3.577819531114783,1.0,1,0,66,365
16,2,2,4,6,5,0,3.577819531114783,1.0,1,0,66,365
21,4,4,8,12,0,0,3.499227541723357,0.7039367912533713,1,5,46,0
12,2,3,5,6,0,0,3.2516291673878226,1.0,1,1,0,0
12,2,2,3,5,3,0,3.0220552088742005,1.0,1,0,1,2922
30,2,3,11,16,0,2,3.5144093452479406,1.0,1,1,0,365
11,2,2,3,5,2,0,3.2776134368191157,1.0,1,5,653,365
12,4,4,4,7,0,0,3.584962500721156,0.9473684210526315,1,0,16,365
20,2,3,7,12,0,0,3.3841837197791893,1.0,2,1,1381,0
12,2,4,5,5,0,0,2.8553885422075336,1.0,1,0,984,0
19,2,4,9,9,0,0,2.815333779292342,1.0,1,2,517,730
16,2,3,5,8,1,1,3.702819531114783,1.0,1,1,229,730
12,2,3,3,5,3,0,3.2516291673878226,1.0,1,0,4668,0
17,2,4,4,8,3,1,3.6901165175936645,1.0,1,0,1184,365
12,4,4,5,6,0,0,3.4182958340544896,0.704584824605047,2,1,1551,4383
15,4,2,5,9,0,0,3.456564762130954,0.6813044013246238,1,2,354,0
12,2,3,4,7,0,0,3.2516291673878226,1.0,1,1,1287,3287
19,2,3,7,9,0,2,3.5766176449086657,1.0,1,0,236,730
13,2,3,5,7,0,0,3.238901256602631,1.0,1,0,360,0
15,2,4,6,8,0,0,3.3735572622751855,1.0,1,0,0,365
11,2,3,4,6,0,0,3.095795255000934,1.0,1,1,480,1096
21,3,5,7,12,0,0,3.7849418274376427,0.9411764705882352,1,1,0,0
12,2,3,5,6,0,0,3.084962500721156,1.0,1,0,47,0
16,2,4,6,9,0,0,3.2806390622295662,1.0,1,5,2569,2192
13,2,2,3,9,0,0,3.0850551027564768,1.0,1,0,490,365
14,2,4,5,8,0,0,3.521640636343318,1.0,1,0,3381,1096
13,2,3,5,7,0,0,3.334679141051595,1.0,1,3,712,0
23,2,5,9,12,0,0,3.8279097821439696,1.0,1,1,977,6940
18,2,4,7,10,0,0,3.6835423624332306,1.0,1,1,727,7670
11,2,4,4,5,0,0,3.095795255000934,1.0,1,1,968,0
14,2,4,4,6,3,0,3.6644977792004614,1.0,1,0,0,365
15,2,4,4,8,1,1,3.773557262275186,1.0,1,0,0,365
12,0,3,5,6,0,0,3.0220552088742005,0.0,0,0,0,365
