length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time,label
14,0,3,6,7,0,0,3.1820058147602133,0.0,0,0,0,0,1
15,6,3,6,8,0,0,3.240223929,0.851272401,0,0,0,2922,0
10,0,3,3,6,0,0,3.121928095,0.0,1,0,0,0,1
23,0,3,7,14,0,0,3.480083695,0.0,1,0,0,0,1
9,2,2,2,6,0,0,3.169925001442312,1.0,1,1,168,4748,1
23,0,3,7,14,0,0,3.468576629687865,0.0,0,0,0,0,1
18,0,4,6,11,0,0,3.725480556997868,0.0,0,0,27,0,1
13,3,3,4,8,0,0,3.39274741,0.944444444,1,1,242,8036,0
10,0,2,2,6,0,1,3.121928095,0.0,1,0,0,0,1
13,4,2,4,7,0,1,3.180832987,0.90625,0,0,0,5113,0
14,2,2,5,8,0,0,3.3248629576173565,1.0,1,1,2868,1826,0
15,2,3,5,9,0,0,3.373557262275185,1.0,1,2,237,2192,1
13,4,3,3,9,0,0,3.546593564294939,0.7547648430001371,1,1,274,0,0
10,0,3,3,5,0,1,3.1219280948873624,0.0,0,0,0,0,1
19,0,4,6,11,0,1,3.932138039759374,0.0,0,0,27,0,1
19,0,5,8,8,0,0,3.5368867237421675,0.0,1,0,0,0,1
11,4,2,2,6,2,0,3.4594316186372973,0.6744507037732518,1,2,788,0,0
25,3,3,9,14,0,0,3.40307418942857,0.9473684210526316,1,4,1336,4383,0
11,0,3,4,6,0,0,2.8453509366224368,0.0,0,0,0,0,1
12,2,2,4,6,0,0,3.022055209,1.0,1,1,0,0,0
17,2,5,8,8,0,0,3.3371753411230767,1.0,1,3,285,1461,0
16,0,4,7,8,0,0,3.625,0.0,0,0,0,0,1
16,0,3,5,9,0,0,3.1556390622295662,0.0,1,0,876,10144,1
13,4,3,3,9,0,0,3.546593564,0.696487286,1,5,953,8036,0
18,0,3,5,12,0,0,3.3921472236645345,0.0,0,0,0,0,1
12,6,2,2,9,0,0,3.2516291673878226,0.811764705882353,0,0,0,4018,0
11,6,2,3,7,0,0,2.9139770731827523,0.8512724014336917,1,0,0,2922,0
9,4,2,3,5,0,0,2.947702779,0.909090909,1,5,0,3669,0
18,0,3,5,9,2,0,3.3921472236645345,0.0,0,0,0,6574,1
12,0,3,4,7,0,0,3.418295834,0.0,1,0,0,0,1
8,0,2,2,4,1,0,3.0,0.0,1,0,0,0,1
19,2,4,7,11,0,0,3.787143960698139,1.0,1,0,323,7305,1
17,3,4,5,10,0,1,3.616874605956222,0.9375,1,0,1835,1826,0
10,2,3,4,5,0,0,2.9219280948873623,1.0,1,1,1581,7670,0
17,0,3,5,8,3,0,3.29277019393699,0.0,0,0,0,0,1
22,4,4,12,9,0,0,3.4428621651554665,0.5300397563555458,1,1,4459,5479,0
28,4,4,9,16,0,2,4.110577243,0.697153878,1,0,0,1826,0
9,2,3,3,5,0,0,3.169925001,1.0,1,1,0,11687,0
13,0,3,4,7,0,0,3.238901256602631,0.0,0,0,0,0,1
18,2,2,5,10,0,1,3.350209029099897,1.0,1,0,36,0,1
15,0,3,4,9,0,1,3.640223928941851,0.0,0,0,27,0,1
14,3,4,6,6,0,1,3.521640636343318,0.8253968253968255,1,2,0,0,0
13,4,2,2,8,1,0,3.3927474104487847,0.8749183006535949,1,2,0,5114,0
15,0,4,5,8,0,0,3.323231428797621,0.0,0,0,0,0,1
16,0,5,7,8,0,0,3.5,0.0,1,0,0,0,1
14,0,2,3,7,1,1,3.235926350629033,0.0,1,0,10,5113,1
13,0,4,6,6,0,0,3.238901257,0.0,1,0,0,0,1
15,2,5,6,7,0,0,3.640223928941852,1.0,1,0,314,0,1
16,2,3,3,10,1,1,3.702819531114783,1.0,1,0,0,730,0
17,2,4,6,9,0,0,3.3371753411230767,1.0,1,2,354,6574,1
14,0,3,3,10,0,0,3.521640636343319,0.0,0,0,27,0,1
9,4,3,4,4,0,0,2.94770277922009,0.6740815638692282,1,6,1322,4748,0
16,2,2,4,11,0,0,3.452819531,0.0,0,0,0,4018,0
8,2,3,3,4,0,0,3.0,1.0,1,1,17,0,0
14,3,2,5,8,0,0,3.0930692077718898,0.9166666666666666,1,1,0,1096,0
22,4,4,9,11,0,0,3.334209459448049,0.6901785714285714,1,1,1425,4748,0
10,2,1,2,7,0,0,3.1219280948873624,1.0,1,0,0,365,0
10,0,2,2,6,1,0,2.9219280948873623,0.0,0,0,0,0,1
17,2,4,8,8,0,0,3.263933429485633,1.0,1,1,2742,5479,0
11,0,2,3,7,0,0,3.277613436819116,0.0,0,0,0,0,1
9,5,2,4,4,0,0,2.4193819456463714,0.8501084304689618,1,3,0,6940,0
17,0,4,4,12,0,0,3.572469459,0.0,1,0,0,0,1
31,0,5,7,18,4,0,4.026619294188054,0.0,0,0,0,3652,1
9,2,2,2,5,0,0,2.5032583347756456,1.0,1,5,1978,0,0
18,0,4,8,9,0,0,3.614369445886757,0.0,0,0,0,365,0
14,8,3,4,9,0,0,3.378783493486176,0.550555906313878,0,0,0,3652,0
14,2,3,6,5,0,1,3.1820058147602133,1.0,1,1,0,0,0
12,10,3,4,7,0,0,3.2516291673878226,0.6592592592592591,1,1,1909,11321,0
10,8,2,4,5,0,0,2.646439344671016,0.7598226259610932,1,1,124,9702,0
7,4,2,2,4,0,0,2.5216406363433186,0.9473684210526316,1,2,574,14610,0
23,0,2,2,7,11,1,4.088779347361362,0.0,0,0,27,6940,1
6,2,1,1,4,0,0,2.584962500721156,1.0,1,3,0,0,0
12,4,1,3,8,0,0,3.188721876,0.933333333,1,0,289,9131,0
18,0,3,7,10,0,0,3.2810361125534238,0.0,0,0,0,0,1
16,2,3,4,11,0,0,3.625,1.0,1,0,199,365,0
13,0,2,4,8,0,0,3.334679141051595,0.0,0,0,27,0,1
15,2,4,7,7,0,0,3.240223928941852,1.0,1,5,1451,6940,0
16,4,3,6,8,0,1,3.202819531114783,0.7510582010582011,1,2,6,1096,0
14,2,3,6,5,1,0,3.0930692077718898,1.0,1,1,0,0,0
8,0,2,2,4,1,0,3.0,0.0,1,0,0,0,1
14,2,3,3,6,2,2,3.664497779200461,1.0,1,1,805,4748,0
21,0,4,9,11,0,0,3.689703732199547,0.0,0,0,27,0,1
18,2,5,6,10,0,1,3.8365916681089782,1.0,1,1,0,1096,0
10,0,1,3,6,0,0,2.8464393446710154,0.0,0,0,0,0,1
25,2,5,10,14,0,0,3.639079570624175,1.0,1,1,899,0,0
32,0,5,12,17,0,0,3.792837797403416,0.0,1,0,5,0,1
12,2,3,4,7,0,0,3.2516291673878226,1.0,1,5,1288,5114,1
16,2,3,6,8,0,0,3.125,1.0,1,4,0,0,0
13,0,3,5,7,0,0,3.3927474104487847,0.0,0,0,0,0,1
13,0,2,3,9,0,0,3.085055102756477,0.0,0,0,27,0,1
14,2,3,4,9,0,0,3.378783493486176,1.0,1,2,674,0,0
10,2,2,5,4,0,0,2.646439345,1.0,1,0,80,0,0
14,2,3,5,7,0,0,3.0391486719030705,1.0,1,5,0,0,0
10,2,2,2,7,0,0,3.121928095,1.0,1,2,74,3653,0
13,0,3,4,8,0,0,3.3927474104487847,0.0,0,0,0,0,1
17,0,4,7,9,0,0,3.410417253,0.0,0,0,0,365,1
19,0,2,4,8,5,0,3.7871439606981383,0.0,0,0,27,3287,1
9,4,3,4,4,0,0,2.725480556997868,0.9333333333333336,1,1,309,9337,0
13,0,3,5,7,0,0,3.180832987205441,0.0,0,0,0,0,1
28,0,3,9,17,0,0,3.6959472263874704,0.0,1,0,3,6940,1
19,2,3,7,10,0,1,3.431623565847431,1.0,1,1,0,5478,0
8,0,4,4,3,0,0,3.0,0.0,0,0,0,0,1
9,0,3,4,4,0,0,2.725480557,0.0,1,0,0,365,1
22,0,5,9,12,0,0,3.913977073182752,0.0,0,0,0,0,1
10,2,3,3,6,0,0,3.321928094887362,1.0,1,1,0,8035,0
14,1,2,3,10,0,0,3.1820058147602133,1.0,1,1,208,2557,0
15,2,4,6,8,0,0,3.506890595608519,1.0,1,6,195,3652,1
14,0,3,6,7,0,0,3.182005815,0.0,1,0,0,0,1
32,0,5,11,20,0,0,3.9681390622295662,0.0,0,0,0,0,1
13,2,2,3,9,0,0,3.238901256602631,1.0,1,0,396,4018,0
12,6,1,3,7,0,1,3.188721876,0.807843137,0,0,0,4383,0
11,2,1,3,7,0,0,2.845350936622437,1.0,1,5,0,8766,0
20,2,5,9,10,0,0,3.484183719779189,1.0,1,1,116,1826,0
12,4,4,5,6,0,0,3.418295834054489,0.6963037860914505,0,0,0,2557,0
18,0,3,6,10,0,0,3.3082708345352603,0.0,0,0,0,6209,1
16,8,4,7,8,0,0,3.625,0.663891873,1,5,1215,9497,0
11,0,1,1,5,4,0,3.095795255,0.0,1,0,0,0,1
10,3,2,3,6,0,0,2.9219280948873623,0.8783068783068783,1,1,420,10957,0
9,4,2,3,4,0,0,2.725480557,0.658072339,1,1,0,0,0
11,2,2,3,7,0,0,3.095795255000934,1.0,1,1,14,6940,1
13,2,2,5,6,0,1,3.180832987205441,1.0,1,1,0,0,0
15,4,4,5,9,0,0,3.373557262275185,0.6673488317289644,1,5,1561,10226,0
13,0,4,5,7,0,0,3.3927474104487847,0.0,0,0,0,0,1
14,0,2,5,8,0,0,3.0930692077718898,0.0,1,0,3,3652,1
28,0,4,11,15,0,0,3.797902689682947,0.0,0,0,0,0,1
28,0,2,10,16,0,0,3.539148671903071,0.0,0,0,0,0,1
11,4,3,3,6,0,1,3.459431618637298,0.8313030638612035,0,0,0,2557,0
15,0,2,3,10,0,0,3.240223928941852,0.0,1,0,5,8036,1
8,2,2,2,5,0,0,2.405639062,1.0,0,0,49,12418,0
11,4,3,4,6,0,0,2.913977073182752,0.6900056809277753,1,1,3261,0,0
15,0,4,6,8,0,0,3.506890596,0.0,1,0,0,0,1
15,4,3,5,9,0,0,3.1898980954642875,0.7547648430001371,1,1,240,1096,0
31,0,5,11,19,0,0,3.79696073,0.0,1,0,0,0,1
11,0,3,4,6,0,0,3.095795255000934,0.0,0,0,0,6574,1
25,2,4,11,13,0,0,3.623465189601647,1.0,1,1,0,0,0
14,2,4,5,8,0,0,3.3248629576173565,1.0,1,0,72,365,0
20,0,4,6,12,0,0,3.3841837197791893,0.0,0,0,0,0,1
21,0,4,8,12,0,0,3.4039894464852614,0.0,0,0,27,0,1
13,0,3,4,5,3,0,3.546593564294939,0.0,0,0,0,0,0
7,0,3,3,4,0,0,2.521640636,0.0,1,0,0,0,1
22,2,4,7,12,0,2,3.788754913993503,1.0,1,0,0,365,0
15,0,4,7,7,0,0,3.323231429,0.0,1,0,0,0,1
17,0,3,6,10,0,0,3.337175341123077,0.0,0,0,27,0,1
17,2,5,7,9,0,0,3.616874605956222,1.0,1,0,509,365,0
8,0,2,2,4,0,1,3.0,0.0,1,0,0,0,1
18,2,2,8,9,0,0,3.086048612313038,1.0,1,0,93,365,1
7,2,2,4,2,0,0,1.950212064914747,1.0,1,0,125,3653,0
14,3,4,7,6,0,0,3.235926350629033,0.9285714285714284,1,1,524,2557,0
15,0,2,3,10,0,0,3.640223928941851,0.0,1,0,0,0,1
31,0,5,8,18,3,0,4.091135423220312,0.0,0,0,0,3652,1
19,0,4,5,12,0,0,3.511085408,0.0,1,0,0,0,1
16,2,3,5,10,0,0,3.202819531114783,1.0,1,1,968,3653,0
8,4,2,2,5,0,0,3.0,0.9411764705882352,1,1,1101,1462,0
16,2,3,5,9,0,0,3.202819531114783,1.0,1,5,2408,5479,0
18,0,4,6,8,2,0,3.5724312513221195,0.0,0,0,0,6574,1
11,2,2,3,5,2,0,3.277613436819116,1.0,1,1,1428,0,0
16,4,3,5,9,0,1,3.125,0.9545454545454546,1,1,45,365,0
15,2,4,7,7,0,0,3.189898095,1.0,1,1,0,8670,0
19,4,3,8,10,0,0,3.576617644908665,0.9666666666666668,1,5,2295,1096,1
11,2,3,4,6,0,0,3.095795255000934,1.0,1,2,208,2557,0
16,0,4,4,11,0,0,3.577819531114783,0.0,0,0,27,0,1
9,2,2,2,6,0,0,2.725480557,1.0,1,5,384,12012,0
17,0,3,7,9,0,0,3.4104172527605194,0.0,0,0,0,0,1
13,4,3,4,8,0,0,3.238901256602631,0.5388116861801072,1,1,39,4380,1
12,4,4,5,6,0,0,3.418295834,0.682178032,1,5,492,5844,0
22,0,4,8,13,0,0,3.641249800455479,0.0,0,0,0,0,1
13,0,4,4,8,0,0,3.0269868333592878,0.0,0,0,0,0,1
27,0,5,9,15,0,0,3.8282375018429535,0.0,1,0,0,0,1
14,0,2,5,8,0,0,3.182005814760214,0.0,0,0,27,0,1
20,4,4,7,12,0,0,3.7219280948873625,0.6819945324495374,1,1,280,3287,0
31,0,5,8,15,6,0,4.066784213473103,0.0,0,0,0,3652,1
19,2,4,6,11,0,0,3.5766176449086657,1.0,1,1,0,0,0
11,2,1,1,8,0,0,2.913977073,1.0,1,1,40,2557,1
18,4,4,7,10,0,0,3.683542362,0.846978558,1,5,13,5113,0
21,0,3,6,14,0,0,3.784941827,0.0,1,0,0,0,1
11,0,3,4,6,0,0,3.277613437,0.0,1,0,0,0,1
13,0,2,3,9,0,0,3.238901256602631,0.0,0,0,27,0,1
12,2,3,4,7,0,0,3.084962500721156,1.0,1,3,322,731,0
16,0,3,5,10,0,0,3.5,0.0,0,0,0,0,1
12,2,4,5,6,0,0,3.251629167,1.0,1,1,2530,9496,0
16,3,4,4,10,0,0,3.75,0.784313725490196,1,1,481,365,0
21,0,3,7,12,0,0,3.558518613,0.0,1,0,0,0,1
11,18,2,3,7,0,0,3.0957952550009344,0.5451937763810376,1,2,442,11170,0
10,8,3,4,5,0,0,2.9219280948873623,0.5674124247400111,1,2,0,13513,0
8,4,3,5,2,0,0,2.5,0.673552463,1,1,0,5113,0
10,6,2,4,5,0,0,2.846439345,0.838781362,1,1,478,8401,0
17,2,4,4,8,3,1,3.690116517593665,1.0,1,0,1184,365,0
21,0,4,7,13,0,0,3.535174566,0.0,1,0,0,0,1
9,4,3,4,4,0,0,2.94770277922009,0.8284313725490197,1,1,1164,9468,0
14,2,3,5,8,0,0,3.128085278891395,1.0,1,1,22,6209,1
14,2,3,4,9,0,0,3.664497779200461,1.0,1,3,33,1096,0
11,6,3,4,6,0,0,3.277613436819116,0.9523809523809524,1,7,0,11322,0
11,2,2,3,7,0,0,2.913977073182752,1.0,0,5,1676,9130,0
14,0,2,4,9,0,0,3.521640636343318,0.0,0,0,0,0,1
16,4,3,5,10,0,0,3.327819531,0.659266749,1,2,0,6939,0
23,0,3,5,15,2,0,3.2192141299700565,0.0,0,0,0,0,1
22,0,4,8,12,0,0,3.55034071,0.0,1,0,0,0,1
15,0,1,1,10,2,0,2.9232314287976204,0.0,1,1,277,12236,1
13,1,3,5,7,0,0,3.238901257,1.0,1,14,1266,10592,0
22,2,4,9,12,0,0,3.5039975273348483,0.0,0,0,0,365,1
10,0,1,2,5,1,0,2.721928094887362,0.0,0,0,142,365,1
15,2,2,3,11,0,0,3.373557262275185,1.0,1,1,0,365,0
15,2,3,4,9,0,1,3.373557262275185,1.0,1,0,546,0,0
11,2,3,4,6,0,0,3.0957952550009344,1.0,2,7,176,6940,0
17,2,3,6,10,0,0,3.381580488309163,1.0,1,1,0,9861,1
8,0,3,3,4,0,0,3.0,0.0,0,0,0,0,1
17,0,5,5,10,0,1,3.969815782426811,0.0,0,0,27,0,1
15,2,2,3,10,1,0,3.640223928941852,1.0,1,0,1068,365,0
12,0,4,6,5,0,0,3.0220552088742005,0.0,0,0,0,0,1
17,2,3,7,8,1,0,3.4548223999466057,1.0,1,0,1673,365,0
14,2,4,5,8,0,0,3.521640636343318,1.0,1,0,2558,0,0
19,2,4,7,9,0,1,3.787143960698139,1.0,1,0,5,0,0
15,0,3,4,10,0,0,3.5068905956085183,0.0,0,0,27,2922,1
13,2,3,5,7,0,0,3.0850551027564768,1.0,0,2,0,4383,1
10,6,1,3,6,0,0,2.646439345,0.9375,0,0,0,6209,0
20,0,4,6,13,0,0,3.7219280948873625,0.0,0,0,0,0,1
14,2,3,4,6,3,0,3.521640636343318,1.0,1,0,0,731,0
15,2,4,5,9,0,0,3.189898095,1.0,1,5,1498,7670,0
20,3,4,8,10,0,0,3.4219280948873623,0.9473684210526316,1,1,993,4018,1
23,0,2,2,7,11,1,4.055958151615124,0.0,0,0,27,6940,1
13,2,3,5,7,0,0,3.238901256602631,1.0,1,0,34,1096,0
20,2,3,7,10,0,1,3.484183719779189,1.0,1,2,1892,0,0
11,0,2,3,7,0,0,2.8453509366224368,0.0,0,0,0,0,1
16,6,4,5,9,0,1,3.5,0.8601612903225805,0,0,0,1096,0
19,10,4,7,11,0,0,3.366091329119192,0.6716719148298095,1,5,1791,11143,0
25,2,5,10,14,0,0,3.813660689688186,1.0,1,1,0,0,1
27,0,4,7,18,0,0,3.8100810205217313,0.0,1,0,179,11687,1
11,4,3,4,6,0,0,3.095795255,0.841540404,1,1,630,10226,0
11,2,2,4,6,0,0,3.095795255000934,1.0,1,1,855,7670,1
18,2,4,6,11,0,0,3.4613201402110083,1.0,1,1,543,1461,0
11,2,2,2,8,0,0,3.277613436819116,1.0,1,2,8081,1096,0
9,0,3,3,5,0,0,2.94770277922009,0.0,0,0,0,0,1
16,2,3,6,9,0,0,3.375,1.0,1,0,527,1826,1
10,0,3,3,6,0,0,3.121928095,0.0,1,0,0,0,1
11,2,4,4,6,0,0,3.0271691184406184,1.0,1,0,1826,365,0
9,2,1,2,6,0,0,2.281036112553424,1.0,2,0,0,365,0
14,3,3,4,9,0,0,3.235926350629033,0.9476923076923076,1,1,36,4383,0
25,2,5,11,13,0,0,3.683856189774725,1.0,1,1,203,2922,0
15,0,2,2,11,0,0,3.506890595608519,0.0,0,0,0,7305,1
7,2,2,2,4,0,0,2.807354922057604,1.0,1,1,111,0,0
14,4,3,5,8,0,0,3.3248629576173565,0.9333333333333336,1,1,309,6209,0
14,0,4,5,8,0,0,3.521640636343319,0.0,0,0,27,0,1
26,0,3,9,16,0,0,3.488525295,0.0,1,0,0,0,1
12,2,3,5,6,0,0,3.188721875540867,1.0,1,1,2084,3287,0
15,4,4,4,9,0,0,3.323231429,0.6891472,1,1,1411,12052,0
11,0,3,3,7,0,0,3.4594316186372973,0.0,0,0,0,0,1
11,4,3,5,5,0,0,3.0271691184406184,0.9583333333333334,0,4,9,0,0
20,3,4,7,12,0,0,3.584183719779189,0.9615384615384616,1,1,14,1826,0
12,2,3,3,8,0,0,3.2516291673878226,1.0,1,2,363,7305,0
31,0,5,8,17,4,0,4.15565155225257,0.0,0,0,0,3652,1
14,4,4,6,7,0,0,3.3248629576173565,0.9333333333333336,1,0,0,7670,0
14,0,4,5,7,0,1,3.521640636343318,0.0,0,0,0,0,1
10,6,2,3,6,0,0,2.921928095,0.86,1,3,271,10958,0
8,2,3,3,4,0,0,3.0,1.0,1,1,583,11324,0
12,2,2,3,7,0,1,3.2516291673878226,1.0,1,1,0,3652,0
15,4,3,3,11,0,0,3.456564762130953,0.9333333333333336,1,1,803,5479,0
12,0,3,3,7,0,1,3.0220552088742005,0.0,0,0,0,0,1
20,2,5,7,12,0,0,3.746439344671016,1.0,1,1,860,1461,0
17,2,2,3,8,5,0,3.4992275471326924,1.0,1,0,542,365,0
18,0,2,6,11,0,0,3.5032583347756456,0.0,0,0,0,0,1
15,8,1,5,9,0,0,2.815922064,0.776839045,1,0,0,8400,0
18,0,2,2,10,2,3,3.683542362433231,0.0,0,0,27,730,1
10,4,1,2,7,0,0,2.7219280948873625,0.70466785469005,0,0,0,731,0
21,0,4,8,11,0,0,3.403989446485262,0.0,0,0,584,5113,1
26,0,4,9,15,0,0,3.8441065448145375,0.0,0,0,0,0,1
19,2,4,6,12,0,0,3.5766176449086653,1.0,1,2,118,2557,1
12,2,2,3,8,0,0,3.084962500721156,1.0,1,0,3,365,1
11,4,3,4,6,0,0,3.277613436819116,0.6890563393091199,0,5,1566,0,0
10,2,2,4,5,0,0,2.9219280948873623,1.0,1,5,1394,0,0
10,2,3,3,6,0,0,3.1219280948873624,1.0,1,0,479,0,1
16,0,3,6,9,0,0,3.452819531114783,0.0,0,0,0,0,1
17,0,4,5,11,0,0,3.4548224,0.0,1,0,0,0,1
11,2,4,5,5,0,0,3.095795255000934,1.0,1,0,650,3653,0
13,2,4,5,7,0,0,3.238901256602631,1.0,1,1,620,7305,0
11,2,2,2,7,0,0,3.277613436819116,1.0,1,1,0,0,0
10,0,2,3,6,0,0,2.9219280948873623,0.0,0,0,27,0,1
12,5,3,4,7,0,0,3.2516291673878226,0.9285714285714286,0,1,0,6209,0
11,0,2,3,7,0,0,3.2776134368191165,0.0,0,0,27,0,1
11,2,3,4,6,0,0,3.095795255000934,1.0,1,4,391,3653,1
11,0,4,5,3,2,0,3.277613436819116,0.0,0,0,0,0,1
10,0,2,2,7,0,0,2.9219280948873623,0.0,0,0,0,0,1
8,2,3,4,3,0,0,2.75,1.0,1,1,2313,0,0
12,2,3,4,5,2,0,3.022055209,1.0,1,4,445,8405,0
17,2,4,5,11,0,0,3.616874605956222,1.0,1,1,653,1096,0
12,2,2,4,6,1,0,3.188721875540867,1.0,1,5,768,1096,0
9,4,3,4,4,0,0,2.94770277922009,0.6892644486173304,1,1,0,0,0
19,0,3,4,8,5,0,3.826874882,0.0,1,0,0,2920,1
7,3,2,2,4,0,0,2.5216406363433186,0.9166666666666666,1,1,392,10957,0
17,2,4,6,9,0,1,3.4104172527605194,1.0,1,1,465,365,0
13,2,2,3,9,0,0,3.238901256602631,1.0,1,0,3,365,1
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,27,0,1
12,2,3,5,6,0,0,2.855388542,1.0,1,5,55,0,0
10,2,3,3,6,0,0,3.1219280948873624,1.0,1,0,145,4383,0
7,4,2,2,4,0,0,2.128085278891394,0.8333333333333331,1,4,0,11687,0
22,0,4,6,9,5,0,4.095795255000933,0.0,0,0,0,5114,1
15,0,4,4,9,0,1,3.773557262,0.0,1,0,0,0,1
24,0,4,9,14,0,0,3.573934896,0.0,1,0,0,0,1
11,5,2,3,7,0,0,2.663532755,0.947368421,1,2,0,10957,0
17,0,3,6,10,0,0,3.499227547,0.0,1,0,0,0,1
14,2,2,4,7,1,0,3.235926350629033,1.0,1,0,314,0,1
21,2,3,8,12,0,0,3.558518613048906,1.0,1,0,695,2192,0
11,2,2,3,7,0,0,3.095795255000934,1.0,1,0,2370,2191,0
13,0,3,4,8,0,0,3.546593564,0.0,1,0,0,0,1
7,4,2,3,3,0,0,2.521640636,0.681994532,0,5,0,6209,0
18,0,3,6,11,0,0,3.4193819456463714,0.0,0,0,0,0,1
14,4,3,5,7,0,0,3.182005815,0.944444444,1,1,0,0,1
18,4,3,6,10,0,1,3.4613201402110083,0.9375,1,1,0,0,0
16,4,3,6,9,0,0,3.25,0.8313030638612035,1,2,299,1461,0
10,2,3,4,5,0,0,3.121928095,1.0,1,5,33,0,0
10,2,2,3,6,0,0,2.9219280948873623,1.0,1,0,78,731,0
7,2,2,2,2,2,0,2.521640636343318,1.0,1,0,0,1461,0
25,0,4,9,14,0,1,3.763856189774725,0.0,0,0,0,0,1
10,4,2,4,4,0,0,2.4464393446710155,0.9642857142857144,1,1,0,5843,0
10,0,2,3,6,0,0,3.121928095,0.0,1,0,0,0,1
13,0,2,3,9,0,0,3.238901256602631,0.0,0,0,27,0,1
16,2,4,6,9,0,0,3.625,1.0,1,1,371,1826,0
12,2,4,4,7,0,0,3.4182958340544896,1.0,1,2,27,1461,0
12,4,3,5,6,0,0,3.084962500721156,0.903941446854208,1,3,3,2557,0
9,2,2,2,6,0,0,2.947702779,1.0,1,5,311,7670,0
19,0,3,6,10,1,0,3.7216117239699007,0.0,0,0,504,11323,1
21,0,4,5,15,0,0,3.499227541723357,0.0,0,0,0,0,1
16,0,4,6,9,0,0,3.452819531114783,0.0,0,0,0,0,1
7,0,2,2,4,0,0,2.521640636343318,0.0,0,0,0,0,1
9,0,2,2,6,0,0,2.94770277922009,0.0,0,0,27,0,1
8,3,2,2,5,0,0,3.0,0.923076923076923,1,0,0,4748,0
11,4,2,3,7,0,0,2.913977073182752,0.6749316556192189,1,1,708,2565,0
21,2,4,9,10,0,0,3.463280517810811,1.0,1,1,730,0,0
12,4,4,4,7,0,0,3.584962500721156,0.65114674113663,1,5,1105,10227,0
9,4,1,1,7,0,0,2.94770277922009,0.9444444444444444,1,0,0,8401,0
13,0,4,5,7,0,0,3.3927474104487847,0.0,0,0,0,0,1
16,4,5,6,8,1,0,3.75,0.719398569,0,0,0,4383,0
13,4,3,6,6,0,0,3.085055103,0.831303064,0,0,0,4383,0
12,5,3,3,8,0,0,3.2516291673878226,0.8092291957020187,0,0,0,1826,0
19,4,4,5,13,0,0,3.6818808028034025,0.8855225532248272,1,0,882,3287,0
28,0,3,7,18,0,1,3.8693312611115194,0.0,0,0,0,0,1
11,2,3,3,7,0,0,3.277613437,1.0,1,5,542,6209,0
22,0,4,9,12,0,0,3.6069367321753214,0.0,0,0,0,0,1
19,2,4,5,12,0,1,3.826874882,1.0,1,1,7,9497,1
9,2,3,4,4,0,0,2.725480557,1.0,1,5,281,730,0
7,3,2,3,3,0,0,2.521640636,0.95,1,5,344,15438,0
13,8,2,4,7,0,0,3.085055102756477,0.818262721755369,1,1,1557,10958,0
20,2,5,9,10,0,0,3.4464393446710155,1.0,1,0,1964,0,0
9,4,3,3,5,0,0,3.169925001442312,0.6750325893276399,1,5,1504,12052,0
14,0,3,4,6,2,0,3.521640636343318,0.0,0,0,0,8401,1
18,2,2,8,9,0,0,2.855953642864355,1.0,1,2,828,731,0
21,0,2,6,12,2,0,3.3913864699857186,0.0,0,0,0,0,1
12,0,3,3,8,0,0,3.418295834,0.0,0,0,0,0,1
20,0,3,9,10,0,0,3.065957320949175,0.0,0,0,0,0,1
13,2,4,5,7,0,0,3.3927474104487847,1.0,0,1,115,365,0
19,2,5,6,11,1,0,3.6818808028034025,1.0,1,0,275,365,0
13,3,1,2,9,0,0,3.238901256602631,0.9476923076923076,1,1,101,4018,0
21,0,3,8,12,0,0,3.458525019,0.0,1,0,0,0,1
10,2,2,2,7,0,0,3.1219280948873624,1.0,2,1,638,0,0
18,0,4,7,10,0,0,3.503258335,0.0,1,0,0,0,1
18,3,4,6,10,0,0,3.614369445886757,0.9583333333333334,0,1,0,7670,1
7,4,1,1,5,0,0,2.521640636343318,0.6592667490544133,1,2,1015,10591,0
9,3,1,2,6,0,0,2.197159723424149,0.7905609407277928,1,0,599,365,0
18,0,3,7,9,0,1,3.3027227528624894,0.0,0,0,27,0,1
11,2,1,3,7,0,0,2.8453509366224368,1.0,1,1,2472,6209,0
8,0,2,2,5,0,0,2.5,0.0,0,0,27,365,1
21,0,5,9,11,0,0,3.7849418274376423,0.0,0,0,0,0,1
10,6,2,3,6,0,0,3.121928095,0.757861984,1,5,953,6940,0
14,0,1,1,10,0,2,3.378783493,0.0,1,0,0,0,1
27,0,4,11,15,0,0,3.70804815,0.0,1,0,0,0,1
7,4,2,2,4,0,0,2.521640636,0.947368421,1,2,574,14610,0
10,4,3,5,4,0,0,2.846439345,0.682179102,0,0,0,6209,0
9,2,2,3,5,0,0,2.725480557,1.0,1,5,0,10592,0
10,3,3,5,4,0,0,2.721928094887362,0.9499999999999998,1,1,3008,0,0
9,2,3,4,4,0,0,2.9477027792200903,1.0,1,0,0,10593,0
10,6,3,3,6,0,0,3.121928095,0.847724014,0,2,0,11324,0
11,8,2,2,8,0,0,3.277613436819116,0.6288945402722493,0,0,0,730,0
15,0,3,5,9,0,0,3.456564762130954,0.0,0,0,0,0,1
11,4,4,4,6,0,0,3.027169118,0.941176471,1,5,0,9130,0
16,4,3,3,11,0,0,3.375,0.831303064,1,1,2873,8401,0
